LIBCOM,nb,zone,Code
Belleville-en-Caux,14,reg28,76072
Belleville-et-Châtillon-sur-Bar,62,reg44,08057
Belleville-sur-Loire,142,reg24,18026
Bellicourt,3,reg32,02065
Bellignies,32,reg32,59065
Bellocq,27,reg75,64108
Bellou-en-Houlme,30,reg28,61040
Belmesnil,2,reg28,76075
Belmont,6,reg76,32043
Belmont-d'Azergues,37,reg84,69020
Belmont-de-la-Loire,32,reg84,42015
Belmont-sur-Rance,37,reg76,12025
Belmont-Tramonet,6,reg84,73039
Bélus,5,reg75,40034
Belvèze-du-Razès,39,reg76,11034
Belz,94,reg53,56013
Bémécourt,16,reg28,27054
Bénarville,6,reg28,76076
Bénesse-lès-Dax,45,reg75,40035
Bénesse-Maremne,132,reg75,40036
Benet,64,reg52,85020
Bénévent-l'Abbaye,56,reg75,23021
Bengy-sur-Craon,19,reg24,18027
Bennecourt,3,IDF_DEP_78,78057
Bénodet,68,reg53,29006
Benon,3,reg75,17041
Bénouville,72,reg28,76079
Bénouville,72,reg28,14060
Benquet,23,reg75,40037
Bercenay-en-Othe,15,reg44,10037
Bercenay-le-Hayer,5,reg44,10038
Berchères-Saint-Germain,8,reg24,28034
Berd'huis,111,reg28,61043
Bérelles,3,reg32,59066
Bérengeville-la-Campagne,1,reg28,27055
Bérenx,6,reg75,64112
Berfay,4,reg52,72032
Bergerac,1998,reg75,24037
Bergues,493,reg32,59067
Bergues-sur-Sambre,1,reg32,02067
Berhet,4,reg53,22006
Bérigny,1,reg28,50046
Berjou,1,reg28,61044
Berlaimont,181,reg32,59068
Berlancourt,18,reg32,60062
Berlancourt,18,reg32,02068
Bermerain,3,reg32,59069
Bermesnil,8,reg32,80084
Bermont,13,reg27,90011
Bernaville,45,reg32,80086
Bernay,1316,reg28,27056
Bernay-Saint-Martin,4,reg75,17043
Berné,27,reg53,56014
Bernes-sur-Oise,222,IDF_DEP_95,95058
Berneuil-en-Bray,5,reg32,60063
Bernières,3,reg28,76082
Bernières-sur-Mer,121,reg28,14066
Bernon,8,reg44,10040
Bernos-Beaulac,12,reg75,33046
Bernouville,6,reg28,27059
Berre-l'Étang,1349,reg93,13014
Berriac,22,reg76,11037
Berrias-et-Casteljau,23,reg84,07031
Berric,6,reg53,56015
Berrien,26,reg53,29007
Berru,14,reg44,51052
Berry-au-Bac,28,reg32,02073
Berry-Bouy,33,reg24,18028
Bersée,38,reg32,59071
Berson,1,reg75,33047
Bert,7,reg84,03024
Bertaucourt-Epourdon,1,reg32,02074
Berteaucourt-les-Dames,36,reg32,80093
Berthecourt,102,reg32,60065
Bertholène,18,reg76,12026
Bertreville,5,reg28,76084
Bertric-Burée,16,reg75,24038
Bertry,73,reg32,59074
Berville-en-Caux,8,reg28,76087
Berville-sur-Seine,21,reg28,76088
Berzème,5,reg84,07032
Bésayes,44,reg84,26049
Besné,42,reg52,44013
Besneville,12,reg28,50049
Besny-et-Loizy,8,reg32,02080
Bessais-le-Fromental,2,reg24,18029
Bessancourt,699,IDF_DEP_95,95060
Bessay,9,reg52,85023
Bessay-sur-Allier,67,reg84,03025
Besse,4,reg84,15269
Besse,4,reg84,38040
Besse-et-Saint-Anastaise,66,reg84,63038
Bessé-sur-Braye,153,reg52,72035
Bessenay,57,reg84,69021
Bessines,13,reg75,79034
Bessoncourt,29,reg27,90012
Bétête,15,reg75,23022
Béthencourt,2,reg32,59075
Bétheniville,50,reg44,51054
Bétheny,728,reg44,51055
Béthisy-Saint-Martin,1,reg32,60067
Béthisy-Saint-Pierre,338,reg32,60068
Bethon,4,reg44,51056
Bethonvilliers,13,reg27,90013
Béthune,876,reg32,62119
Beton-Bazoches,12,IDF_DEP_77,77032
Bettencourt-Saint-Ouen,12,reg32,80100
Bettignies,36,reg32,59076
Betton,671,reg53,35024
Bettrechies,8,reg32,59077
Betz,14,reg32,60069
Beugnâtre,9,reg32,62121
Beugnies,3,reg32,59078
Beugny,2,reg32,62122
Beuil,14,reg93,06016
Beussent,12,reg32,62123
Beutin,10,reg32,62124
Beuvardes,1,reg32,02083
Beuvillers,53,reg28,14069
Beuvrages,1199,reg32,59079
Beuvrequen,8,reg32,62125
Beuvry,724,reg32,62126
Beuvry-la-Forêt,57,reg32,59080
Beuzec-Cap-Sizun,26,reg53,29008
Beuzeville,214,reg28,27065
Beuzeville-la-Grenier,27,reg28,76090
Béville-le-Comte,74,reg24,28039
Bévillers,16,reg32,59081
Bevons,10,reg93,04027
Beychac-et-Caillau,74,reg75,33049
Beynac-et-Cazenac,10,reg75,24040
Beynat,27,reg75,19023
Beynes,246,IDF_DEP_78,78062
Beyssac,14,reg75,19024
Beyssenac,4,reg75,19025
Bezannes,229,reg44,51058
Bèze,3,reg27,21071
Bézenet,12,reg84,03027
Bezinghem,4,reg32,62127
Bezons,4779,IDF_DEP_95,95063
Bézu-Saint-Éloi,21,reg28,27067
Bézu-Saint-Germain,28,reg32,02085
Biache-Saint-Vaast,151,reg32,62128
Biarritz,1451,reg75,64122
Biarrotte,17,reg75,40042
Bias,15,reg75,47027
Bias,15,reg75,40043
Biaudos,21,reg75,40044
Bibost,8,reg84,69022
Bidache,18,reg75,64123
Bidart,450,reg75,64125
Biefvillers-lès-Bapaume,1,reg32,62129
Bielle,11,reg75,64127
Bierne,63,reg32,59082
Bieujac,4,reg75,33050
Biéville-Beuville,188,reg28,14068
Bièvres,273,IDF_DEP_91,91064
Biganos,453,reg75,33051
Bignan,72,reg53,56017
Biguglia,96,reg94,2B037
Bihorel,1180,reg28,76095
Bilhac,1,reg75,19026
Billancourt,1,reg32,80105
Billé,42,reg53,35025
Billère,1248,reg75,64129
Billiers,12,reg53,56018
Billio,8,reg53,56019
Billom,181,reg84,63040
Billy,5,reg24,41016
Billy-Berclau,240,reg32,62132
Billy-Montigny,1661,reg32,62133
Billy-sur-Aisne,2,reg32,02089
Binges,5,reg27,21076
Binic-Étables-sur-Mer,211,reg53,22055
Biollet,2,reg84,63041
Biot,257,reg93,06018
Bioule,6,reg76,82018
Biozat,4,reg84,03030
Biras,4,reg75,24042
Biriatou,38,reg75,64130
Biron,15,reg75,64131
Biron,15,reg75,24043
Biron,15,reg75,17047
Biscarrosse,489,reg75,40046
Bitry,3,reg32,60072
Biville-la-Baignarde,11,reg28,76096
Bizanet,30,reg76,11040
Bizanos,212,reg75,64132
Bize-Minervois,26,reg76,11041
Bizeneuille,7,reg84,03031
Blacé,48,reg84,69023
Blacourt,2,reg32,60073
Blacy,8,reg44,51065
Blagny,35,reg44,08067
Blain,438,reg52,44015
Blaincourt-lès-Précy,8,reg32,60074
Blainville-sur-Mer,41,reg28,50058
Blainville-sur-Orne,1145,reg28,14076
Blaise-sous-Arzillières,18,reg44,51066
Blaison-Saint-Sulpice,31,reg52,49029
Blan,23,reg76,81032
Blancafort,57,reg24,18030
Blancfossé,1,reg32,60075
Blandainville,1,reg24,28041
Blandouet-Saint Jean,11,reg52,53228
Blangerval-Blangermont,1,reg32,62137
Blangy-le-Château,14,reg28,14077
Blangy-sous-Poix,1,reg32,80106
Blangy-sur-Bresle,411,reg28,76101
Blangy-sur-Ternoise,27,reg32,62138
Blanquefort,1695,reg75,33056
Blanzat,277,reg84,63042
Blargies,3,reg32,60076
Blaringhem,126,reg32,59084
Blasimon,23,reg75,33057
Blausasc,6,reg93,06019
Blay,1,reg28,14078
Blaye,262,reg75,33058
Blaye-les-Mines,467,reg76,81033
Blendecques,280,reg32,62139
Blérancourt,30,reg32,02093
Blessac,3,reg75,23024
Blet,6,reg24,18031
Blicourt,1,reg32,60077
Bligny,1,reg44,10048
Bligny,1,reg44,51069
Bligny-sur-Ouche,23,reg27,21087
Blois,8502,reg24,41018
Blombay,3,reg44,08071
Blonville-sur-Mer,116,reg28,14079
Blosseville,7,reg28,76104
Blot-l'Église,2,reg84,63043
Blou,18,reg52,49030
Bobigny,10165,IDF_DEP_93,93008
Bobital,17,reg53,22008
Bodilis,22,reg53,29010
Boé,290,reg75,47031
Boën-sur-Lignon,180,reg84,42019
Boeschepe,30,reg32,59086
Boëseghem,12,reg32,59087
Boëssé-le-Sec,26,reg52,72038
Boffres,28,reg84,07035
Bogny-sur-Meuse,458,reg44,08081
Bohain-en-Vermandois,373,reg32,02095
Bohal,8,reg53,56020
Bohars,117,reg53,29011
Boigneville,4,IDF_DEP_91,91069
Boigny-sur-Bionne,110,reg24,45034
Boiry-Becquerelle,3,reg32,62144
Bois-Anzeray,7,reg28,27068
Bois-Arnault,11,reg28,27069
Bois-Bernard,62,reg32,62148
Bois-Colombes,2290,IDF_DEP_92,92009
Bois-d'Arcy,924,IDF_DEP_78,78073
Bois-de-Céné,18,reg52,85024
Bois-Grenier,70,reg32,59088
Bois-Guillaume,569,reg28,76108
Bois-Himont,3,reg28,76110
Bois-le-Roi,28,IDF_DEP_77,77037
Bois-le-Roi,4,reg28,27073
Boiscommun,47,reg24,45035
Boisgervilly,46,reg53,35027
Boismé,14,reg75,79038
Boissay,1,reg28,76113
Boisse-Penchot,18,reg76,12028
Boisset,6,reg84,43034
Boisset,6,reg84,15021
Boisset-lès-Montrond,11,reg84,42020
Boisset-Saint-Priest,23,reg84,42021
Boissey-le-Châtel,71,reg28,27077
Boissezon,36,reg76,81034
Boissise-la-Bertrand,11,IDF_DEP_77,77039
Boissise-le-Roi,239,IDF_DEP_77,77040
Boissy-l'Aillerie,16,IDF_DEP_95,95078
Boissy-le-Châtel,3,IDF_DEP_77,77042
Boissy-le-Cutté,3,IDF_DEP_91,91080
Boissy-le-Sec,5,IDF_DEP_91,91081
Boissy-Saint-Léger,2249,IDF_DEP_94,94004
Boissy-sans-Avoir,9,IDF_DEP_78,78084
Boissy-sous-Saint-Yon,139,IDF_DEP_91,91085
Boistrudan,8,reg53,35028
Bolbec,1466,reg28,76114
Bollène,832,reg93,84019
Bollezeele,30,reg32,59089
Bommes,15,reg75,33060
Bomy,9,reg32,62153
Bon-Encontre,376,reg75,47032
Bon Repos sur Blavet,22,reg53,22107
Boncé,1,reg24,28049
Bonchamp-lès-Laval,207,reg52,53034
Boncourt,1,reg32,02097
Bondoufle,637,IDF_DEP_91,91086
Bondues,509,reg32,59090
Bondy,9390,IDF_DEP_93,93010
Bonifacio,137,reg94,2A041
Bonlieu-sur-Roubion,9,reg84,26052
Bonnat,32,reg75,23025
Bonnebosq,31,reg28,14083
Bonnée,7,reg24,45039
Bonnelles,21,IDF_DEP_78,78087
Bonnemain,32,reg53,35029
Bonnétable,208,reg52,72039
Bonneuil-en-France,34,IDF_DEP_95,95088
Bonneuil-les-Eaux,19,reg32,60082
Bonneuil-sur-Marne,4234,IDF_DEP_94,94011
Bonneval,322,reg24,28051
Bonneveau,10,reg24,41020
Bonneville-la-Louvet,13,reg28,14085
Bonnières-sur-Seine,772,IDF_DEP_78,78089
Bonnieux,9,reg93,84020
Bonningues-lès-Ardres,4,reg32,62155
Bonningues-lès-Calais,12,reg32,62156
Bonnut,2,reg75,64135
Bonny-sur-Loire,119,reg24,45040
Bono,70,reg53,56262
Bonsecours,520,reg28,76103
Bonson,291,reg84,42022
Bonson,11,reg93,06021
Bonvillers,2,reg32,60085
Boos,214,reg28,76116
Boqueho,10,reg53,22011
Boran-sur-Oise,123,reg32,60086
Borce,1,reg75,64136
Bord-Saint-Georges,6,reg75,23026
Bordeaux,21300,reg75,33063
Bordes,87,reg75,64138
Borée,4,reg84,07037
Borgo,234,reg94,2B042
Bornel,290,reg32,60088
Borrèze,5,reg75,24050
Bort-l'Étang,3,reg84,63045
Bort-les-Orgues,135,reg75,19028
Bosc-Guérard-Saint-Adrien,18,reg28,76123
Bosc-le-Hard,71,reg28,76125
Bosc-Mesnil,10,reg28,76126
Bosroumois,105,reg28,27090
Bossancourt,9,reg44,10050
Bosville,22,reg28,76128
Botmeur,2,reg53,29013
Botsorhel,8,reg53,29014
Bou,6,reg24,45043
Bouafle,17,IDF_DEP_78,78090
Bouaye,417,reg52,44018
Boubers-sur-Canche,12,reg32,62158
Bouc-Bel-Air,509,reg93,13015
Boucau,582,reg75,64140
Boucé,12,reg84,03034
Boucé,4,reg28,61055
Bouchain,290,reg32,59092
Bouchamps-lès-Craon,8,reg52,53035
Bouchemaine,356,reg52,49035
Bouchet,9,reg84,26054
Boucieu-le-Roi,8,reg84,07040
Bouconville,1,reg44,08074
Bouconvillers,8,reg32,60090
Boudou,1,reg76,82019
Boudy-de-Beauregard,5,reg75,47033
Boué,137,reg32,02103
Bouée,9,reg52,44019
Bouère,16,reg52,53036
Bouessay,7,reg52,53037
Bouffémont,629,IDF_DEP_95,95091
Bougival,608,IDF_DEP_78,78092
Bouglon,9,reg75,47034
Bougon,2,reg75,79042
Bougue,5,reg75,40051
Bouguenais,1601,reg52,44020
Bougy,3,reg28,14089
Bouillac,5,reg76,12030
Bouillac,5,reg76,82020
Bouillé-Courdault,5,reg52,85028
Bouillé-Ménard,28,reg52,49036
Bouilly,56,reg44,51072
Bouilly,56,reg44,10051
Bouin,14,reg52,85029
Boulay-les-Barres,8,reg24,45046
Boulazac Isle Manoire,749,reg75,24053
Boulbon,20,reg93,13017
Bouleurs,27,IDF_DEP_77,77047
Bouliac,72,reg75,33065
Boulieu-lès-Annonay,79,reg84,07041
Boulleville,53,reg28,27100
Boulogne-Billancourt,8656,IDF_DEP_92,92012
Boulogne-sur-Mer,7234,reg32,62160
Bouloire,106,reg52,72042
Boult-sur-Suippe,10,reg44,51074
Boulzicourt,35,reg44,08076
Boumourt,4,reg75,64144
Bouquelon,1,reg28,27101
Bouquemaison,6,reg32,80122
Bouquetot,1,reg28,27102
Bouray-sur-Juine,16,IDF_DEP_91,91095
Bourbon-l'Archambault,74,reg84,03036
Bourbourg,733,reg32,59094
Bourbriac,45,reg53,22013
Bourcefranc-le-Chapus,45,reg75,17058
Bourdainville,18,reg28,76132
Bourdeaux,31,reg84,26056
Bourdeilles,19,reg75,24055
Bourg,71,reg75,33067
Bourg-Achard,230,reg28,27103
Bourg-Argental,203,reg84,42023
Bourg-Beaudouin,1,reg28,27104
Bourg-Blanc,56,reg53,29015
Bourg-de-Péage,850,reg84,26057
Bourg-de-Visa,14,reg76,82022
Bourg-des-Comptes,41,reg53,35033
Bourg-et-Comin,25,reg32,02106
Bourg-l'Évêque,6,reg52,49038
Bourg-la-Reine,1368,IDF_DEP_92,92014
Bourg-Lastic,14,reg84,63048
Bourg-Saint-Andéol,484,reg84,07042
Bourganeuf,288,reg75,23030
Bourgbarré,249,reg53,35032
Bourges,9911,reg24,18033
Bourghelles,19,reg32,59096
Bourgneuf,6,reg75,17059
Bourgogne-Fresne,26,reg44,51075
Bourgon,7,reg52,53040
Bourguébus,111,reg28,14092
Bourguignon-sous-Montbavin,1,reg32,02108
Bourguignons,2,reg44,10055
Bourgvallées,22,reg28,50546
Bourideys,5,reg75,33068
Bourlens,4,reg75,47036
Bourlon,3,reg32,62164
Bournazel,3,reg76,12031
Bournazel,3,reg76,81035
Bourneau,14,reg52,85033
Bourneville-Sainte-Croix,37,reg28,27107
Bournezeau,79,reg52,85034
Bourogne,138,reg27,90017
Bourret,29,reg76,82023
Bourron-Marlotte,68,IDF_DEP_77,77048
Bourseul,9,reg53,22014
Bourseville,1,reg32,80124
Boursies,12,reg32,59097
Bourth,55,reg28,27108
Bourville,20,reg28,76134
Bousbecque,304,reg32,59098
Bousies,78,reg32,59099
Bousignies-sur-Roc,2,reg32,59101
Boussac,8,reg76,12032
Boussac,8,reg76,46035
Boussac,173,reg75,23031
Boussay,21,reg52,44022
Bousse,3,reg52,72044
Boussières-sur-Sambre,18,reg32,59103
Boussois,320,reg32,59104
Boussy-Saint-Antoine,633,IDF_DEP_91,91097
Bout-du-Pont-de-Larn,2,reg76,81036
Boutigny-sur-Essonne,64,IDF_DEP_91,91099
Bouvaincourt-sur-Bresle,25,reg32,80127
Bouvigny-Boyeffles,109,reg32,62170
Bouvines,22,reg32,59106
Bouvron,55,reg52,44023
Bouy,9,reg44,51078
Bouy-Luxembourg,6,reg44,10056
Bouzais,5,reg24,18034
Bouzel,6,reg84,63049
Bouzincourt,5,reg32,80129
Bouzonville-aux-Bois,2,reg24,45047
Bouzy,36,reg44,51079
Bouzy-la-Forêt,19,reg24,45049
Boves,133,reg32,80131
Boynes,41,reg24,45050
Bozouls,81,reg76,12033
Brachy,46,reg28,76136
Bracieux,82,reg24,41025
Bradiancourt,1,reg28,76139
Brain-sur-Allonnes,122,reg52,49041
Braine,205,reg32,02110
Brains,59,reg52,44024
Brains-sur-les-Marches,2,reg52,53041
Braize,10,reg84,03037
Bram,111,reg76,11049
Brametot,8,reg28,76140
Brancourt-en-Laonnois,1,reg32,02111
Brandérion,29,reg53,56021
Brandivy,13,reg53,56022
Brandonnet,3,reg76,12034
Branne,52,reg75,33071
Brannens,3,reg75,33072
Brantôme en Périgord,38,reg75,24064
Branville,1,reg28,14093
Brasc,2,reg76,12035
Brasles,129,reg32,02114
Brasparts,20,reg53,29016
Brassac,42,reg76,09066
Brassac,42,reg76,82024
Brassac,42,reg76,81037
Brassac-les-Mines,136,reg84,63050
Braud-et-Saint-Louis,36,reg75,33073
Brax,35,reg75,47040
Bray-Dunes,256,reg32,59107
Bray-et-Lû,4,IDF_DEP_95,95101
Bray-Saint-Aignan,20,reg24,45051
Bray-sur-Seine,234,IDF_DEP_77,77051
Bray-sur-Somme,31,reg32,80136
Brazey-en-Plaine,130,reg27,21103
Bréal-sous-Montfort,242,reg53,35037
Bréal-sous-Vitré,14,reg53,35038
Bréauté,46,reg28,76141
Brebières,337,reg32,62173
Brecé,15,reg52,53042
Brécé,134,reg53,35039
Brécey,172,reg28,50074
Brech,96,reg53,56023
Brécy,11,reg24,18035
Brée,2,reg52,53043
Bréhal,119,reg28,50076
Bréhan,66,reg53,56024
Bréhand,27,reg53,22015
Breil-sur-Roya,84,reg93,06023
Brélès,12,reg53,29017
Brem-sur-Mer,54,reg52,85243
Brêmes,4,reg32,62174
Brennilis,11,reg53,29018
Brenouille,135,reg32,60102
Brens,1,reg76,81038
Bresles,225,reg32,60103
Bresnay,2,reg84,03039
Bressey-sur-Tille,39,reg27,21105
Bressolles,15,reg84,03040
Bressolles,15,reg84,01062
Bressols,36,reg76,82025
Bressuire,951,reg75,79049
Brest,15526,reg53,29019
Brestot,1,reg28,27110
Bretagne-d'Armagnac,4,reg76,32064
Breteil,168,reg53,35040
Breteuil,612,reg32,60104
Breteuil,307,reg28,27112
Bretignolles,14,reg75,79050
Bretignolles-sur-Mer,45,reg52,85035
Brétigny,9,reg32,60105
Brétigny-sur-Orge,3250,IDF_DEP_91,91103
Bretoncelles,51,reg28,61061
Bretteville-du-Grand-Caux,18,reg28,76143
Bretteville-le-Rabet,4,reg28,14097
Bretteville-sur-Laize,113,reg28,14100
Bretteville-sur-Odon,214,reg28,14101
Breuil,1,reg32,80139
Breuil-Barret,17,reg52,85037
Breuil-le-Sec,130,reg32,60106
Breuil-le-Vert,72,reg32,60107
Breuil-Magné,5,reg75,17065
Breuillet,609,IDF_DEP_91,91105
Breuillet,15,reg75,17064
Breuilpont,19,reg28,27114
Breux-Jouy,13,IDF_DEP_91,91106
Bréviandes,279,reg44,10060
Bréville-les-Monts,4,reg28,14106
Brévillers,6,reg32,62175
Brévillers,6,reg32,80140
Brévilly,27,reg44,08083
Brévonnes,52,reg44,10061
Brezolles,145,reg24,28059
Brezons,2,reg84,15026
Briare,659,reg24,45053
Briarres-sur-Essonne,1,reg24,45054
Briastre,2,reg32,59108
Briatexte,26,reg76,81039
Bricquebec-en-Cotentin,382,reg28,50082
Bricqueville-la-Blouette,6,reg28,50084
Bricqueville-sur-Mer,16,reg28,50085
Brie,30,reg53,35041
Brie-Comte-Robert,1498,IDF_DEP_77,77053
Briec,328,reg53,29020
Brielles,20,reg53,35042
Brienne-la-Vieille,13,reg44,10063
Brienne-le-Château,408,reg44,10064
Briennon,27,reg84,42026
Brieulles-sur-Bar,4,reg44,08085
Brignac,2,reg53,56025
Brignac-la-Plaine,4,reg75,19030
Brignais,1029,reg84,69027
Briis-sous-Forges,31,IDF_DEP_91,91111
Brillon,4,reg32,59109
Brimeux,12,reg32,62177
Brinay,6,reg24,18036
Brindas,243,reg84,69028
Brinon-sur-Sauldre,31,reg24,18037
Briollay,98,reg52,49048
Brion-près-Thouet,17,reg75,79056
Brionne,511,reg28,27116
Briot,2,reg32,60108
Brioux-sur-Boutonne,46,reg75,79057
Briouze,106,reg28,61063
Briscous,72,reg75,64147
Brissac Loire Aubance,343,reg52,49050
Brissay-Choigny,1,reg32,02123
Brive-la-Gaillarde,3744,reg75,19031
Brix,26,reg28,50087
Brizambourg,14,reg75,17070
Brocas,5,reg75,40056
Broglie,96,reg28,27117
Brombos,1,reg32,60109
Brommat,10,reg76,12036
Bromont-Lamothe,18,reg84,63055
Bron,4630,reg84,69029
Broons,55,reg53,22020
Brossainc,6,reg84,07044
Brossay,10,reg52,49053
Brou,286,reg24,28061
Brou-sur-Chantereine,621,IDF_DEP_77,77055
Brouains,10,reg28,50088
Broualan,4,reg53,35044
Brouckerque,8,reg32,59110
Broussy-le-Grand,12,reg44,51090
Broût-Vernet,12,reg84,03043
Bruay-la-Buissière,678,reg32,62178
Bruay-sur-l'Escaut,1530,reg32,59112
Bruc-sur-Aff,7,reg53,35045
Bruère-Allichamps,26,reg24,18038
Bruges,1927,reg75,33075
Bruges-Capbis-Mifaget,8,reg75,64148
Brugheas,17,reg84,03044
Bruille-lez-Marchiennes,108,reg32,59113
Bruille-Saint-Amand,21,reg32,59114
Brûlain,12,reg75,79058
Brullioles,23,reg84,69030
Brûlon,98,reg52,72050
Brunehamel,22,reg32,02126
Brunémont,18,reg32,59115
Bruniquel,9,reg76,82026
Brunoy,1998,IDF_DEP_91,91114
Brunvillers-la-Motte,9,reg32,60112
Brusque,8,reg76,12039
Brussieu,29,reg84,69031
Brusson,4,reg44,51094
Brusvily,24,reg53,22021
Bruyères-et-Montbérault,57,reg32,02128
Bruyères-le-Châtel,138,IDF_DEP_91,91115
Bruyères-sur-Oise,401,IDF_DEP_95,95116
Bruz,1215,reg53,35047
Bry-sur-Marne,1009,IDF_DEP_94,94015
Bû,24,reg24,28064
Buais-Les-Monts,3,reg28,50090
Bubry,25,reg53,56026
Buc,334,IDF_DEP_78,78117
Bucamps,2,reg32,60113
Bucéels,6,reg28,14111
Buchelay,293,IDF_DEP_78,78118
Buchères,73,reg44,10067
Buchy,24,reg28,76146
Bucy-le-Long,50,reg32,02131
Budelière,30,reg75,23035
Bueil,14,reg28,27119
Bugeat,39,reg75,19033
Bugnicourt,51,reg32,59117
Buicourt,1,reg32,60114
Buigny-l'Abbé,2,reg32,80147
Buire,35,reg32,02134
Buironfosse,80,reg32,02135
Buléon,9,reg53,56027
Bulles,2,reg32,60115
Bullion,37,IDF_DEP_78,78120
Bully,36,reg84,42027
Bully,36,reg84,69032
Burdignes,5,reg84,42028
Bures-en-Bray,8,reg28,76148
Bures-sur-Yvette,646,IDF_DEP_91,91122
Burgaronne,2,reg75,64151
Burie,6,reg75,17072
Burlats,16,reg76,81042
Bury,101,reg32,60116
Burzet,9,reg84,07045
Bus-lès-Artois,1,reg32,80153
Busigny,39,reg32,59118
Busloup,10,reg24,41028
Bussac,1,reg75,24069
Bussac-Forêt,33,reg75,17074
Bussac-sur-Charente,28,reg75,17073
Busset,12,reg84,03045
Bussière-Badil,5,reg75,24071
Bussière-Dunoise,14,reg75,23036
Bussière-Saint-Georges,6,reg75,23038
Bussières,30,reg84,63060
Bussières,30,reg84,42029
Bussy,5,reg32,60117
Bussy-Albieux,4,reg84,42030
Bussy-Saint-Georges,1881,IDF_DEP_77,77058
Butot,2,reg28,76149
Butot-Vénesville,15,reg28,76732
Butry-sur-Oise,108,IDF_DEP_95,95120
Buxières-les-Mines,77,reg84,03046
Buxières-sous-Montaigut,4,reg84,63062
Buzancy,24,reg44,08089
Buzet-sur-Baïse,24,reg75,47043
Buzy,3,reg75,64157
Cabanac-et-Villagrains,10,reg75,33077
Cabanès,3,reg76,12041
Cabanès,3,reg76,81044
Cabannes,79,reg93,13018
Cabidos,4,reg75,64158
Cabourg,436,reg28,14117
Cabrespine,2,reg76,11056
Cabrières-d'Aigues,3,reg93,84024
Cabrières-d'Avignon,28,reg93,84025
Cabriès,152,reg93,13019
Cachan,4887,IDF_DEP_94,94016
Cadalen,16,reg76,81046
Cadaujac,361,reg75,33080
Caden,13,reg53,56028
Cadenet,61,reg93,84026
Cadillac,190,reg75,33081
Caen,15558,reg28,14118
Caëstre,33,reg32,59120
Cagnac-les-Mines,150,reg76,81048
Cagnes-sur-Mer,1887,reg93,06027
Cagnotte,8,reg75,40059
Cagny,255,reg28,14119
Cahagnes,18,reg28,14120
Cahuzac,2,reg76,11057
Cahuzac,2,reg76,81049
Cahuzac-sur-Adour,11,reg76,32070
Cahuzac-sur-Vère,19,reg76,81051
Caille,24,reg93,06028
Cailleville,13,reg28,76151
Cailloux-sur-Fontaines,27,reg84,69033
Cailly,16,reg28,76152
Cairon,12,reg28,14123
Caisnes,6,reg32,60118
Caix,1,reg32,80162
Calan,10,reg53,56029
Calenzana,99,reg94,2B049
Calès,9,reg75,24073
Callac,93,reg53,22025
Callen,2,reg75,40060
Callengeville,21,reg28,76122
Calmont,20,reg76,31100
Calmont,20,reg76,12043
Calorguen,11,reg53,22026
Caluire-et-Cuire,3625,reg84,69034
Calvi,343,reg94,2B050
Calviac-en-Périgord,10,reg75,24074
Camarès,36,reg76,12044
Camaret-sur-Aigues,73,reg93,84029
Camaret-sur-Mer,56,reg53,29022
Camarsac,12,reg75,33083
Cambes,32,reg75,47047
Cambes,32,reg75,33084
Cambes-en-Plaine,122,reg28,14125
Cambieure,2,reg76,11061
Camblanes-et-Meynac,87,reg75,33085
Cambo-les-Bains,232,reg75,64160
Cambon,7,reg76,81052
Camboulazet,5,reg76,12045
Cambrai,2972,reg32,59122
Cambremer,9,reg28,14126
Cambron,33,reg32,80163
Cambronne-lès-Ribécourt,168,reg32,60119
Came,6,reg75,64161
Camjac,5,reg76,12046
Camlez,16,reg53,22028
Camon,388,reg32,80164
Camors,34,reg53,56031
Campagnac,7,reg76,81056
Campagnac,7,reg76,12047
Campagne,5,reg75,24076
Campagne,5,reg75,40061
Campbon,62,reg52,44025
Campeaux,3,reg32,60122
Campénéac,20,reg53,56032
Campet-et-Lamolère,3,reg75,40062
Camphin-en-Pévèle,78,reg32,59124
Campigny,21,reg28,14130
Campigny,21,reg28,27126
Camplong-d'Aude,8,reg76,11064
Campneuseville,1,reg28,76154
Campremy,19,reg32,60123
Camps-Saint-Mathurin-Léobazel,2,reg75,19034
Campsas,22,reg76,82027
Campuac,16,reg76,12049
Campugnan,7,reg75,33089
Canals,2,reg76,82028
Canaples,6,reg32,80166
Canapville,4,reg28,61072
Canapville,4,reg28,14131
Canari,18,reg94,2B058
Cancale,262,reg53,35049
Cancon,13,reg75,47048
Candas,13,reg32,80168
Candé,162,reg52,49054
Candé-sur-Beuvron,11,reg24,41029
Canéjan,502,reg75,33090
Canet,12,reg76,11067
Canet,12,reg76,34051
Canet-de-Salars,2,reg76,12050
Canisy,51,reg28,50095
Canly,7,reg32,60125
Cannes,6324,reg93,06029
Cannes-Écluse,83,IDF_DEP_77,77061
Canny-sur-Matz,1,reg32,60127
Canny-sur-Thérain,1,reg32,60128
Canouville,14,reg28,76156
Cantaron,6,reg93,06031
Canteleu,4027,reg28,76157
Cantenay-Épinard,74,reg52,49055
Cantin,146,reg32,59126
Cantoin,5,reg76,12051
Canville-la-Rocque,3,reg28,50097
Canville-les-Deux-Églises,15,reg28,76158
Cany-Barville,497,reg28,76159
Caouënnec-Lanvézéac,3,reg53,22030
Cap-d'Ail,301,reg93,06032
Capbreton,538,reg75,40065
